InputStoryid,Enter sentence 1,Enter sentence 2,Enter sentence 3,Input sentence 4,Random Fifth Sentence Quiz 1,Random Fifth Sentence Quiz 2,Answer the right end
f9e6bf5f-ba88-4108-994e-529750445ff1,My mother asked if she could borrow $100 from me.,"Considering she had no money, I lent her my credit card.","The next day, my credit card was declined when I tried to buy groceries.",I was told by the company that I had bought $320 of the stuff.,I let my mother continue to use my credit card.,I was angry because my mother had maxed out my credit card.,2
3ad5e2e4-fb20-459c-98b3-b9711e753f16,Sarah is afraid to get along with others.,She decided to force herself to go to a party.,"At the party, she became dizzy and nervous.",Sarah decided that this was enough and went to see a psychiatrist.,The therapist taught her ways of coping with her problems.,The therapist told her that she was strange.,1
a46cdbbd-6cd3-4da5-bc7b-ab131c1bdeae,Ellen is in her doctor's office.,She was about to find out the sex of the baby.,She really wanted it to be a boy!,She held her breath as the doctor scanned her stomach.,Alan was disappointed to learn that he was having a boy.,Her doctor confirmed it was a boy!,2
16d64b08-061c-4449-8320-d0a763aa63a4,Zoe was teased by her friends for having a strange name.,She likes her name and wishes people weren't so mean.,A new play has been produced with a main character called Zoe.,Zoe's name has suddenly become very cool among her peers.,Zoe is happy that everyone likes her name now.,Zoe changed her name at the age of 18.,1
a61e75c6-7885-434b-bbac-4787ece30449,Miranda has just got her driving licence.,She went out for a drive in the family van.,She had been driving for a long time.,But then she found herself lost.,Miranda walked back the way she came and retraced her steps.,Miranda was delighted with her proud moment.,1
a13f5ef2-8f1d-4be0-a037-ed2c30656414,Bob went to see a doctor.,The doctor told him that he was overweight.,Bob realised that he had to get in shape.,He joined a gym and started to watch what he ate.,Bob has gained 50 pounds.,Bob is in good shape.,2
06ccc957-8b69-4d71-8f6f-4fb686041e5a,Lonnie was wondering what to choose as a major in college.,He knows that his ultimate goal is to become a teacher.,He sought advice from a career counsellor.,The counsellor gave him a list of prerequisites.,Lonnie eventually decided to go into education.,Ronnie threw the list away.,1
d25df4e7-c94b-4a2d-a2d4-25e34655d0c9,Phil went for a walk in the park.,It was a warm and breezy day.,He ran into some friends as he walked along the road.,One of the men gave him a drink.,Phil was thirsty and accepted the drink.,Phil was angry with his friends.,1
09e93773-cb09-4bdb-b1ee-bcf339416c53,Dorothy's cat is pregnant,She doesn't know how it happened.,She convinced her family to keep the kitten.,As a result she gave birth to seven kittens.,Dorothy must buy a lot of cat food.,Dorothy went to the pet shop to buy a new hamster.,1
57d1f6e1-cdbc-4df6-9841-5dba89d3e63e,Jeremy's mother did not approve of his lifestyle.,"At the age of 21, Jeremy decided to move out.",He has found a flat in a nearby canton and has a new job.,"A few years later, he cleaned up a bit and financed his own life.",Jeremy had to move back in with his mother.,Jeremy likes to take on more responsibility.,2
9c0cccf4-7008-4997-b0a6-2fadfee4fb55,Terry realised that his community had been covered in rubbish.,He wanted it to look as clean as it did when he was young.,He decided to pick up cans and cigarette butts every evening after work.,"Eventually, his neighbour did the same and his neighbour looked better.",Terry hates cleaning.,Everyone thinks it's better and cleaner.,2
462de42f-37e4-4ad3-9830-ea44e8ff72d5,I wanted to take a shower after work.,I got my clothes and towel from the wardrobe.,I went into the bathroom and turned on the shower.,I took off my clothes.,Then I walked to my neighbour's house to borrow soap.,Then I walked into the hot tub.,2
7956447f-c376-4355-9297-a9c8399f1aa5,Barry likes to lift weights.,He only uses his special barbell to lift weights.,One day he forgot to bring the barbell!,He decided to do aerobics instead of lifting weights.,He always enjoyed a good night's sleep in his hammock.,In the end he still got a good workout.,2
51de9244-e843-4b94-9722-e43dee4a76ea,Amber has been very busy at work lately.,"Due to other personal issues, it has put her under a lot of stress.",She has been longing for a day off to relax.,"On her day off, she went out with her boyfriend Rob.",Amber can't find the time to relax.,They relaxed all day and Amber felt much better.,2
9d58bb7c-7f32-4642-82cc-925d8dca62f0,Carl joined the army after graduating from high school.,He signed a short contract that put him on the front line.,His best friend was killed in front of him.,Happiness became a foreign concept to Carl.,Carl and his best friend hang out together when they go home.,Carl had to go for treatment for post-traumatic stress disorder.,2
343c091e-8c1c-45db-9b05-27eab342d092,"When I first met Janice, she didn't know how to crack a walnut.",I don't believe she has made it this far in life without this skill.,I offered to teach her many ways to crack the nut.,She accepted.,Janice decided not to learn how to crack a walnut.,Janice is now a walnut biscuit expert.,2
7685e3dd-ba3b-4861-9486-ca3f13483afb,Amy walks home alone from volleyball practice.,She called to tell her friend Kim that she was the worst player.,Amy felt like a loser for saying it.,Kim reminded her that today was the first day and that she would improve.,"And throughout the season, she has been improving.",She likes to play bad volleyball.,1
b090fb07-e7fd-4c01-ad85-38016522a727,Beth was in the shower when she heard a loud knock on the door.,She didn't want to answer and waited for it to leave.,"The next time she showered, she heard another loud knock on the door.","But when she rushed out of the bathroom to answer, there was no one there.",Beth decided she had heard something.,Beth is deaf.,1
2d58e924-e539-40ba-968c-f56efaff1b1a,Bob picked up his glasses from the table.,He stuffs them into his backpack and wears them around the school.,He needs them to see the chessboard.,"In science, he put them.",Bob likes to use his binoculars.,Bob was able to read the text on the board.,2
5fb0bd4d-a4df-4adb-9e99-d4fec9a6b10d,I was really nervous before my first secondary school prom.,I was surprised that my crush said yes right off the bat.,"When we finally got a chance to dance, I stepped on her foot.",It ends badly.,I drove her to iHop for pancakes and a milkshake.,"Now, she won't even talk to me.",2
327df8b3-9758-405f-a0af-1e38ffce0cb2,My friend was out one night looking for love.,He ended up getting very drunk.,The next thing we know he's flirting with a gay man.,"After a while, we lost track of our friend.",Our friend ended up going home with a girl at 3am.,We found out that our friends had gone skiing.,1
1471ffe2-1330-48a6-963b-e6798252bac8,Benjamin went to the park today.,"First, he hangs upside down on the monkey bars.","After that, he slid down the slide.",Then his mum pushed him onto the swing and he got really high.,Benjamin doesn't like the park.,Benjamin had a great time and then left the park.,2
16c0b5f5-3c48-42c3-a5c6-ad5e4e6e4575,Megan and I walked home from school near a busy street.,I saw three blue cars in a row pass by.,We decided to count the blue cars.,Megan and I spent the afternoon sitting on the side of the road.,"After counting the cars, we headed home.",We then sat down and started counting the cars.,1
f7b8017c-fafc-455d-8545-799f4813d10c,Kylie decided to host a family party.,"Her parents were going away, so she decided to have one.",She invited all her friends.,"When they got there, they had a great time.",Kylie has a neurological condition and is constantly in a wheelchair.,Kylie cleaned up in time and her parents never found out.,2
a8ca1926-5d63-4de0-a1e5-d0826fbe0bf0,One afternoon James realised that he hadn't left the house all day.,He decided to go for a run in the park.,He took a long run around the lake in the local park.,"When he returned home, he felt tired but content.",James has decided never to leave the house again.,James is delighted with his decision to stand for election.,2
25df4833-3565-45f6-a354-33c56e8dd8e7,Lars realised that a lot of snow had accumulated on his deck.,He decided that he should shovel some of the snow.,Lars worked all afternoon until the snow was cleared.,"When he was done, he went inside to take a shower.",He felt satisfied.,"When he has finished his bath, he shovels his deck.",1
29a8d6a9-d05a-4be3-9bd3-a138f804eb13,Matt suspects that his wife Ginny is having an affair.,He began to read her emails in secret.,"He found some emails, from another person.","Looking at them, he saw that his suspicions were true.",Matt started laughing.,Matt was very angry.,2
86991c22-02d9-4144-80e7-8531a7a5ccf4,Mike used to play racquetball with Perry.,They keep the court several times a week.,But once Mike accidentally hit the back of Perry's head.,Perry was not very happy about this.,Mike had to apologise.,Mike and Perry are married.,1
9f177a52-fadb-49d9-a25e-6d7d6540fed6,Sydney needs laundry.,She sorts her dirty clothes by colour.,She emptied the first load into the washing machine.,She added detergent and fabric softener.,She decided to go to the movies.,She continued to do this until she finished the laundry.,2
3c15c1f6-ec72-48c3-abc6-830b9bff0ede,There was a hurricane that came through and we had to evacuate.,We packed up what we needed and headed for the other side of the island.,We were there with our families waiting for the storm to arrive.,"When it was over, we packed up and went home.","We found our house standing, but in a state of disarray.",We decided to go swimming in the sea.,1
54656ac3-787a-440a-9c0c-94fa7f19912c,Tom felt a tingle as he bit into his Snickers bar.,A small pebble inside broke one of his teeth in half!,He rushed to the dentist.,"Because it was an emergency, they saw him immediately.",The dentist gave him a filling.,Tom had a great time that day.,1
46a10ff0-42c4-4136-9cfe-a12661232e2d,Rufus woke up and found his hat missing.,At first he couldn't think of where it might be.,Finally he realised he had worn it to the pub last night.,Rufus went back to the bar to get his hat.,Rufus found his briefcase at the bar and breathed a sigh of relief.,He saw his hat hanging on the elk's horns behind the bar.,2
