InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,Satunnainenviides lauseQuiz1,Satunnainenviides lauseQuiz2,AnswerRightEnding
dd38b8f9-8005-4bbd-8274-031b6cb67861,Jeff lähtee luokkansa kanssa retkelle sateiseen metsään.,Jeff on innoissaan eikä malta odottaa lähtöä.,"Kun Jeff saapui paikalle, hän oli hyvin pettynyt.","Sateinen metsä ei ollut jännittävä, eikä siellä ollut mitään tekemistä.",Jeffillä oli hauskaa.,Jeff oli tylsistynyt ja järkyttynyt.,2
19242426-8575-4299-9ab5-ea59e7b28062,Dani oli sairaanhoitaja teho-osastolla.,Eräänä iltana hänen vieraantunut isänsä oli yksi hänen potilaistaan.,"Dani ei halunnut, mutta hän hoiti isäänsä.","Kun hänen tilansa parani, he pystyivät puhumaan.",Dani ei ollut yllättynyt tuon päivän tapahtumista.,Dani tutustui isäänsä paljon paremmin.,2
21a8fb15-2612-4fd0-9b10-675eb9473360,Ella vietti päivän auringossa.,Hän unohti käyttää aurinkovoidetta.,Hän sai pahoja palovammoja!,Mutta pian se haalistui ja muuttui rusketukseksi.,Ella näytti upealta ja sai paljon kehuja.,Ella vietti seuraavan päivän sateessa.,1
e6738c40-9d0c-4fea-a1be-44e90ce630c1,Neil oli juuri saapunut Keniaan.,Hän liittyi safariryhmään.,He näkivät kaikenlaisia eksoottisia eläimiä.,Neil otti kuvan toisensa jälkeen.,Leijona raateli häntä.,Neil kokosi valokuva-albumin kotiin päästyään.,2
ee914e56-5e79-4560-a712-12b961e9baff,Gina päätti leipoa ensimmäistä kertaa omenapiirakan.,Hän noudatti reseptiä erittäin tarkasti.,"Laitettuaan piirakan uuniin hän odotti innokkaasti, että hän pääsisi maistamaan sitä.",Se osoittautui herkulliseksi!,Niinpä hän päätti heittää sen roskiin.,Hän jakoi reseptin ja piirakan kaikille ystävilleen.,2
06eef9c5-1b05-4d08-961c-fdefdb74d6ea,Pablo halusi leuanmurtajan.,Hänellä ei kuitenkaan ollut rahaa.,"Hän kävi läpi kaappinsa katsomassa, mitä hän voisi myydä.",Hän löysi lelukarhun ja myi sen 50 sentillä.,Sitten hän osti karkkia.,Hän osti sillä limsaa.,1
d6e10b5b-63bc-4c96-81c9-28f82a80c11f,Anna vuokrasi varastorakennuksen suuria juhlia varten.,"Koristeet olivat hienot, mutta jotain puuttui.",Sitten Anna tajusi - he tarvitsivat diskopallon!,Hän hankki juhlatarvikeyritykseltä vuokratun pallon.,Anna oli pettynyt.,Juhlat sujuivat hienosti.,2
b701052f-4728-4ea5-b215-f8c566d33d7c,Liikuntasalissa oli suuri koripallo-ottelu.,Minä ja ystäväni pelasimme samassa joukkueessa.,"Pelistä tuli kiihkeä, ja molemmat joukkueet olivat lopulta tasoissa.","Pelikellossa oli jäljellä 4 sekuntia, ja meidän piti tehdä maali.","Heitin voittokorin, jolla voitin pelin joukkueellemme.",Kävelin pois kentältä enkä koskaan katsonut takaisin.,1
4239c107-0a2c-4ab7-8763-c521cd06b180,Dirk oli hieno pianisti.,Hän esiintyi usein julkisesti rahaa vastaan.,Hänen viimeisimmän esiintymisensä aikana yksi näppäimistä katkesi hänen koskettimistostaan.,"Hän saattoi esityksen loppuun parhaansa mukaan, mutta musiikki oli huonoa.",Dirk oli hämmentynyt.,"Dirk piti siitä, miltä se kuulosti.",1
7fb56f8e-afb9-4510-9abf-4be01e8a66f5,"Ostin puhelimen kotelon, jossa on kaulanauha.",Tarvitsin sellaisen kännykkääni.,Kotelo saapui ilman hihnaa.,"Verkkosivustolla sanottiin, että kotelossa oli kiinnike, mutta ei hihnaa.",Palautin puhelimeni.,Tunsin itseni typeräksi.,2
0fadf7fd-62f1-4d61-901d-cda9174b2f7a,Vaihdoin sänkyni lakanat viime viikolla.,Olin kyllästynyt vanhoihin.,Uudet näyttävät paremmilta ja tuntuvat paremmilta.,Taidan pitää ne.,"Olen iloinen, etteivät ne olleet liian kalliita.",Aion leikata ne suikaleiksi.,1
648cf01c-fcf2-4ce1-8f9d-235cf788ba25,Chase halusi todella uuden lelun.,Hänen äitinsä ei ostaisi hänelle uutta lelua.,Hän neuvoi miestä säästämään viikkorahansa.,Hän säästi viikkorahansa.,Chase osti itselleen uuden lelun.,Chase karkasi kotoa.,1
1bed450a-2a30-4431-84d3-1361cd1423da,Renee sai inspiraationsa Eddie Van Halenin musiikista.,Hän päätti opetella soittamaan kitaraa.,Hän osti sähkökitaran ja vahvistimen.,Hän vihasi painaa jousia sormillaan.,"Renee päätti, että hänen oli totuttava siihen.","Renee oli iloinen, että hän päätti opetella soittamaan rumpuja.",1
a31f32a1-af69-4a84-b713-f8917cc1565a,Bill meni kalaan ja sai paljon kalaa.,"Hän sai niin paljon, että joutui antamaan osan pois.",Hänen naapurinsa olivat köyhiä ja olivat Billille kiitollisia kaloista.,Naapurit pääsivät lopulta jaloilleen.,"Billin naapurit haastoivat hänet oikeuteen, koska hän oli tehnyt heistä köyhiä.",He leipoivat Billille leipää kiitokseksi kaikesta kalasta.,2
355efc45-5233-40b3-ab77-d6281fb11710,Viime viikolla internet meni poikki.,Vaimoni ja minä kyllästyimme suunnattomasti.,Kaikki muut vaihtoehdot tuntuivat tylsiltä.,Lopulta me vain joimme ja juttelimme jonkin aikaa.,Lopulta meillä oli sittenkin hauskaa.,"Olimme iloisia, ettei meillä ollut internetiä ja että saimme juoda.",1
67f56ec7-d96c-4f97-a837-0532ce002125,Tim on koko ikänsä halunnut tehdä musiikkia.,"Tim harjoitteli koko päivän, joka päivä.","Kun Timillä oli tarpeeksi kappaleita, hän soitti levytysstudioon.","Studio päätti nauhoittaa hänet, ja Tim oli tyytyväinen.","Tim päätti, ettei pidä musiikista.",Timistä tuli ammattimuusikko.,2
c816e74e-8cc8-4f01-960c-78724f118a87,"Alex epäili, että hänen kissallaan Tiggerillä saattaa olla kirppuja.",Tiikeri raapi itseään jatkuvasti yötä päivää.,Alex vei Tiggerin eläinlääkärille diagnoosia varten.,"Eläinlääkäri vahvisti, että Tiggerillä oli todellakin kirppuja.","He antoivat sille kirppulääkettä, ja se parani.",Alex päätti olla antamatta kissalle määrättyjä lääkkeitä.,1
180c876f-d5d2-4397-a9bc-bdae30d5954c,Haley oli nuori tiedemies kuuluisassa laboratoriossa.,Joka päivä hän työskenteli ahkerasti nykyisen projektinsa parissa.,Yksi hänen kollegoistaan varasti salaa hänen tutkimuksiaan.,"Haley havaitsi tämän, kun hän julkaisi sen tieteellisessä lehdessä.",Haley tunsi tulleensa petetyksi.,"Haley koki, että häntä oli tuettu ihailtavasti.",1
db608f6f-3c58-4aba-bd8e-c5ceb0aaf835,Sam halusi järjestää juhlat.,Sam kutsui kaikki ystävänsä ja naapurinsa.,Juhlista tuli erittäin villiä.,Kaikki vieraat poistuivat juhlista inhoissaan.,Samista tuli juhlasuunnittelija.,Samilla oli seuraavana päivänä kauhea krapula.,2
dcca12a5-2470-4041-a22a-032ccc5ac018,"Tom puhui vaimonsa Beckyn kanssa, jolla oli ollut huono päivä töissä.",Hän päätti tuoda kotiin yllätyksenä tytön lempiruokaa.,Kotimatkalla töistä oli paljon liikennettä.,Haettuaan ruoan hän saapui kotiin paljon suunniteltua myöhemmin.,"Mutta kaikki oli hyvin heti, kun he halasivat ja söivät päivällistä.",Tom päätti lähteä kasinomatkalle ja jätti perheensä huomiotta.,1
2e6e714e-8b83-4eae-9370-d1d4afbc4e5a,Heidän piti valita kiuas uuteen taloonsa.,He eivät osanneet valita tiettyä tuotemerkkiä.,He pitivät Vikingin kestävyydestä.,He pitivät myös Thermadorin tarjouksesta.,He eivät enää tarvinneet liettä.,He päättivät ostaa Viking-hellan.,2
9e54392e-74ed-404e-8fb3-f11fc885762d,Jasmine ei opiskellut suurta matematiikan koetta varten.,"Hän ajatteli, että hän voisi vain yrittää.","Jasmine huomasi pian, että testi oli hyvin vaikea.",Hän päätti huijata katsomalla naapurinsa lehteä.,Opettaja sai hänet kiinni ja antoi hänelle jälki-istuntoa.,Opettaja sai hänet kiinni ja kehui hänen kekseliäisyyttään.,1
702267f4-b51a-4366-bbe4-fe3d5f94077d,Sam muutti Los Angelesiin tullakseen filmitähdeksi.,"Hänellä ei ollut paljon rahaa, mutta hän ajatteli, että meneminen on ainoa keino.",Kahden kuukauden kuluttua Sam nukkui autossaan ja meni rikki.,Eräänä päivänä hän meni kiinalaiseen teatteriin kerjäämään.,Sam oli varsin toiveikas.,Sam oli hyvin masentunut.,2
9af012e3-d6c8-4a60-9f51-6379ba446742,Darren myöhästyi töistä eikä löytänyt autonsa avaimia.,Hän katseli ympäri taloa.,"Hän kysyi vaimoltaan, missä he olivat.",Hän kehotti miestä tarkistamaan taskunsa.,Darren sammutti tietokoneen.,Hänen taskuissaan ei ollut avaimia.,2
5dc94086-80d4-4196-9914-7b4d3f487c3e,Minulla oli työhaastattelu viime viikolla.,Tyttöystäväni auttoi minua valitsemaan uuden solmion.,Menimme kauppaan ja katselimme tuntikausia.,"Löysin kolme, joista pidin.",Ostin sen sijaan rusetin.,Ostin ne kaikki.,2
f389d1ce-da4e-4843-94a7-62656df6fb10,Harry rakasti jääkiekkoa.,Hän päätti ilmoittautua pelaamaan paikalliseen liigaan.,Harry osallistui joukkueen koe-esiintymisiin.,"Harry toivoi, että hän pärjäisi tarpeeksi hyvin päästäkseen joukkueeseen.",Harry lopetti sitten jääkiekkojoukkueensa.,"Muutamaa päivää myöhemmin Harry kuuli, että hän pääsi joukkueeseen.",2
ac39ee93-4288-4302-aa7b-757fca64f2fb,Pikku Sue ratsasti eläintarhassa norsulla.,"Hän piti siitä aluksi, mutta sitten hän pelästyi.",Hän alkoi itkeä äitiään.,Eläintarhan hoitajan oli pysäytettävä norsu ja haettava hänet.,Suen äiti vei hänet sen sijaan silittämään vuohta.,Sue jatkoi norsun ratsastamista.,1
7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b,Hannah oli hämmästyttävä taiteilija.,Hänellä on aina ollut luontainen lahja.,Hän päätti osallistua taidekilpailuun.,Onneksi hän pystyi voittamaan pääpalkinnon.,"Hänen vanhempansa vaativat, että isoäiti teki suurimman osan ompelusta.",Hänen vanhempansa olivat hyvin ylpeitä.,2
e2d48e18-276a-4de1-81af-594cf54c2a90,Jim oli viemässä roskia ulos.,Hän liukastui jalkakäytävällä olleeseen jäähän.,Jim kaatui kovaa jalkakäytävälle.,"Jim tunsi, kuinka jokin murtui hänen käsivarteensa.",Jim päätti tehdä käsilläseisontaa.,Jim loukkaantui ja hänen piti soittaa hätänumeroon.,2
186cfc69-54cf-46d5-8033-8bf2493e9b23,Vihaan pyykinpesua.,Sukkien yhteen sovittaminen on kauheaa ajanhukkaa.,"Aina kun pesen pyykkiä, sukat katoavat.",olin kyllästynyt etsimään yhteensopivia sukkia.,Pyykinpesu on minusta rentouttavaa.,Heitin kaikki vanhat sukkani pois ja ostin pelkät valkoiset sukat.,2
a0ecc896-63d6-4f4f-8960-24c4fb3db4fe,James oli kaksitoista vuotta vanha ja rakasti ruokaa.,Hän ei ole koskaan ennen tätä päivää ajatellut ruoan tekemistä.,Hänen äitinsä antoi hänen auttaa häntä laittamaan riisiä päivälliseksi.,"James oppi, miten hauskaa ja luovaa ruoanlaitto voi olla.","James päätti tulla kokiksi, kun hän kasvaa isoksi.",James ei enää koskaan tehnyt ruokaa.,1
d485e612-1b3c-4b67-a9f0-ef432ff4fcee,"Lee tiesi, että hänen äitinsä tarvitsi uudet käsineet, mutta hänellä ei ollut varaa niihin.",Niinpä Lee alkoi neuloa paria.,Hän kiirehti saamaan ne valmiiksi jouluun mennessä.,Sitten hän esitteli ne äidilleen.,"Leen äiti oli ylpeä tyttärestään, koska hän oli niin huomaavainen.",Leen äiti heitti hanskat Leelle ja poistui huoneesta.,1
c08b9f9a-5d56-4701-92d4-3edef2ccec62,Jennifer oli ammattimainen copywriter suuressa kaupungissa.,"Hän teki hyvää työtä, mutta sai aina huonoja kommentteja arvosteluissaan.","Jennifer sai selville, että hänen pomonsa yritti sabotoida häntä!",Hän päätti kohdata pomonsa kielteisistä huomautuksista.,Jennifer kiitti pomoaan reiluudesta.,Jennifer ryntäsi hänen toimistoonsa ja oikaisi pomonsa.,2
86ab603e-0455-4347-a1ce-4a375f4495a8,Lorraine oli softball-pelaaja.,Hän oli joukkueensa paras.,Eräänä päivänä pelin aikana hän nyrjäytti nilkkansa pahasti.,Hän ei pystynyt enää pelaamaan.,Lorraine oli innoissaan!,Lorraine oli todella surullinen.,2
2290ba2a-137b-4047-aeec-cb133268a238,Abby ja Tammy olivat parhaita ystäviä.,"Molemmat rakastivat tehdä yhdessä asioita, jotka olivat hauskoja ja luovia.",He päättivät tehdä yhdessä ystävyysrannekkeita ja antaa niitä muille.,Abby teki viisi ja Tammy vielä seitsemän.,Tammy ei enää koskaan puhunut Abbylle.,He päättivät pitää rannekkeet itsellään.,2
2b635efb-e1b0-44de-beb8-4f9b9ef62876,"Sal oli vihainen siitä, että hänen vanhempansa olivat muuttamassa.",He olivat siirtymässä rakennuksen kahdeksanteen kerrokseen.,Hän vihasi elää niin korkealla.,Muutettuaan hän vilkaisi ulos makuuhuoneensa ikkunasta.,Sal heitti tyynynsä ulos ikkunasta.,Kaunis näkymä sai hänet muuttamaan mielensä.,2
22f5e67b-4e12-4ba3-8649-a8b322e36811,Lydia näki viime yönä outoa unta.,"Hän näki unta, että hän oli tekemässä koetta koulussa.","Koetta tehdessään hän tajusi, että hän oli unohtanut laittaa housut jalkaan!","Häntä nolotti niin paljon, että hän juoksi ulos luokasta.","Lydia toivoi, että uni olisi totta.","Lydia tunsi helpotusta tajutessaan, että se oli vain unta.",2
73cf4b3f-604a-431d-8b5d-8e03b0cfb67a,Alex tarvitsi ruokaostoksia.,Hän teki listan ostettavista tavaroista.,Hän kokosi uudelleenkäytettävät kangassäkkinsä.,Hän käveli kauppaan.,Alex osti jahdin.,Hän osti ruokaostokset.,2
967f6a24-cefa-4641-a9d6-e9a71b62e0c1,Yolanda vihaa vuoristoratoja.,Katie ei ymmärrä miksi.,Hän päätti pakottaa Yolandan ratsastamaan sillä hänen kanssaan.,Yolanda oksensi Katien päälle.,"Katie oli onnellisin, mitä hän oli koskaan ollut.","Katie katui sitä, että hän pakotti Yolandan ratsastamaan.",2
10462d65-75a6-4430-974a-e8af56526fce,Tammy pitää virkkaamisesta.,"Jouluun oli muutama viikko, eikä hänellä ollut rahaa.","Hän sai idean ottaa ylimääräisen langan, jota hänellä oli, ja tehdä siitä huovan.",Sitten hän paketoi sen lapsenlapsensa Loreleille.,"Tammy oli surullinen siitä, ettei hänellä ollut lahjaa annettavaksi.",Lorelei säilytti huopaa vuosia.,2
5f02992e-3fc2-4e05-bb1f-a8e81400ff4d,Melinda halusi mennä katsomaan pelottavaa elokuvaa.,Hän halusi mennä yksin osoittaakseen olevansa rohkea.,Melinda meni elokuviin ja osti lipun.,Melinda oli hyvin peloissaan elokuvaa katsoessaan.,Melindan mielestä elokuva oli hulvaton.,"Melinda toivoi, että hän olisi tuonut mukanaan jonkun.",2
d5f61641-8062-410d-9590-699f11ccd85a,Veljentyttäreni haki töitä RMV:ltä kaksi vuotta sitten.,Hän sai työn ja oli innoissaan.,"Hänelle kerrottiin, että hän tarvitsi ajokortin, jota hänellä ei ollut.","Hän näytti työnantajalleen lääkärintodistuksen, josta kävi ilmi, ettei hän voinut ajaa autoa.","He päättivät, että oli ok antaa hänen työskennellä sihteerinä.",Hänellä oli täydelliset ajo-oikeudet.,1
c94847d6-71da-43c6-981b-5442f6c1efff,Lelalla todettiin syöpä viisi vuotta sitten.,Jokainen päivä on ollut taistelua.,Hän kävi lähes päivittäin lääkärissä ja hoidoissa.,Lela alkoi vihdoin parantua viime kuukausina.,Lela sai hoidon päätökseen ja tunsi olonsa paremmaksi.,Sitten Lela pääsi flunssan yli.,1
30e8e610-0fbb-4c86-b190-f4934736ab7d,"Joycen sijaisäiti adoptoi hänet, kun hän oli 5-vuotias.",Adoption jälkeen hänen äitinsä adoptoi vielä 3 lasta.,Joyce rakasti olla isosisko ja auttoi äitiään paljon.,"Kun hän muutti omilleen, hänestä tuli myös sijaisvanhempi.",Joyce hylkäsi lapsensa pian sen jälkeen.,Joyce rakasti lapsiaan yhtä paljon.,2
ede8db0c-1396-4503-b378-55edc720915a,Tom tykkäsi paimentaa karjaa.,Hän teki sitä joka päivä.,Eräänä päivänä lehmä pääsi vapaaksi.,Hän etsi kaikkialta.,"Hän huomasi lehmän naapurin pellolla, jätti sen huomiotta ja lähti pois.",Hän löysi lehmän ja toi sen takaisin.,2
eb6bdd24-5e10-445d-92ce-4744959c1d91,John ajoi moottoritietä pitkin.,Mustang pysähtyi hänen viereensä ja piti vauhtia.,Hän ajoi uudella Camarollaan.,He päättivät ajaa kilpaa.,John voitti kilpailun.,John pysähtyi ostamaan Mustangia.,1
779fbdd3-3e20-43d0-a214-1eea7ad0e3d3,Ben halusi voittaa työpaikan naamiaisasukilpailun tänä vuonna.,Hän käytti monta tuntia puvun valmistamiseen tyhjästä.,Puvustaan hän käytti paljon näyttämömeikkiä.,Töissä kaikki olivat vaikuttuneita hänen ulkonäöstään.,Ben oli tyytyväinen.,Ben vetäytyi naamiaisasukilpailusta.,1
f9e6bf5f-ba88-4108-994e-529750445ff1,"Äitini kysyi, voisiko hän lainata minulta 100 dollaria.","Koska hän on varaton, lainasin hänelle luottokorttini.","Seuraavana päivänä luottokorttini hylättiin, kun yritin ostaa ruokaa.","Yhtiö kertoi minulle, että tein 320 dollarin arvoisen ostoksen.",Käskin äitiäni käyttämään luottokorttiani.,"Olin vihainen äidilleni, koska hän oli käyttänyt luottokorttini loppuun.",2
3ad5e2e4-fb20-459c-98b3-b9711e753f16,Sarah pelkäsi olla muiden seurassa.,Hän päätti pakottaa itsensä menemään juhliin.,Juhlissa häntä huimasi ja hän oli hermostunut.,"Sarah päätti, että tämä riittää, ja meni terapeutille.",Terapeutti opetti hänelle keinoja selviytyä ongelmastaan.,"Terapeutti sanoi hänelle, että hän oli outo.",1
a46cdbbd-6cd3-4da5-bc7b-ab131c1bdeae,Ellen oli lääkärin vastaanotolla.,Hän oli saamassa tietää lapsensa sukupuolen.,Hän todella toivoi poikaa!,"Hän pidätti hengitystään, kun lääkäri tutki hänen vatsaansa.","Ellen oli pettynyt saadessaan tietää, että hän sai pojan.","Hänen lääkärinsä vahvisti, että se oli poika!",2
16d64b08-061c-4449-8320-d0a763aa63a4,"Zoey sai ystäviltään pilkkaa siitä, että hänellä oli outo nimi.","Hän piti nimestään ja toivoi, etteivät ihmiset olisi niin ilkeitä.","Tehtiin uusi sarja, jonka päähenkilön nimi oli Zoey.",Zoeyn nimestä tuli yhtäkkiä hänen ikätovereidensa mielestä hyvin siisti.,"Zoey oli iloinen siitä, että kaikki pitivät nyt hänen nimestään.","Zoey muutti nimensä, kun hän täytti 18 vuotta.",1
a61e75c6-7885-434b-bbac-4787ece30449,Miranda sai juuri ajokortin.,Hän lähti perheen pakettiautolla ajelulle.,Hän ajoi pitkään.,Mutta sitten hän tajusi olevansa eksyksissä.,Miranda palasi takaisin samaa tietä kuin oli tullutkin jäljittääkseen askeleensa.,Miranda oli onnellinen ylpeästä hetkestään.,1
a13f5ef2-8f1d-4be0-a037-ed2c30656414,Bob meni lääkäriin.,"Lääkäri kertoi hänelle, että hän oli ylipainoinen.","Bob tajusi, että hänen oli päästävä kuntoon.",Hän liittyi kuntosalille ja alkoi tarkkailla syömisiään.,Bob lihoi 50 kiloa.,Bob tuli kuntoon.,2
06ccc957-8b69-4d71-8f6f-4fb686041e5a,"Lonnie yritti miettiä, minkä pääaineen hän ottaisi yliopistossa.","Hän tiesi, että hänen päämääränsä oli tulla opettajaksi.",Hän pyysi uraohjaajalta neuvoja.,Opinto-ohjaaja antoi hänelle luettelon edellytyksistä.,Lonnie päätti lopulta ryhtyä opettajaksi.,Lonnie heitti listan pois.,1
d25df4e7-c94b-4a2d-a2d4-25e34655d0c9,Phil lähti kävelylle puistoon.,Oli lämmin tuulinen päivä.,Hän törmäsi muutamaan ystävään kävelyn varrella.,Yksi heistä tarjosi hänelle juotavaa.,Phil oli janoinen ja otti juoman vastaan.,Phil oli vihainen ystävilleen.,1
09e93773-cb09-4bdb-b1ee-bcf339416c53,Dorothyn kissa oli raskaana.,"Hän ei tiennyt, miten se tapahtui.",Hän vakuutti perheen pitämään pennut.,Se sai lopulta 7 pentua.,"Dorothy piti huolen siitä, että hän osti paljon kissanruokaa.",Dorothy meni eläinkauppaan ja osti uuden hamsterin.,1
57d1f6e1-cdbc-4df6-9841-5dba89d3e63e,Jeremyn äiti ei hyväksynyt hänen elämäntyyliään.,"Kun hän oli 21-vuotias, Jeremy päätti muuttaa pois.",Hän löysi asunnon läheisestä osavaltiosta ja sai uuden työpaikan.,Useiden vuosien jälkeen hän siistiytyi ja rahoitti oman elämänsä.,Jeremy joutui muuttamaan takaisin äitinsä luo.,Jeremy nautti vastuullisuudesta.,2
9c0cccf4-7008-4997-b0a6-2fadfee4fb55,"Terry huomaa, että hänen asuinalueensa on roskien peitossa.","Hän toivoo, että se näyttäisi yhtä puhtaalta kuin silloin, kun hän oli nuori.",Hän päättää kerätä tölkkejä ja tupakantumppeja joka ilta töiden jälkeen.,"Lopulta myös naapurit tekevät niin, ja naapurusto näyttää paremmalta.",Terry inhosi siivoamista.,"Kaikista tuntui paremmalta, että se oli puhtaampaa.",2
462de42f-37e4-4ad3-9830-ea44e8ff72d5,Halusin käydä suihkussa töiden jälkeen.,Otin vaatteeni ja pyyhkeeni kaapista.,Menin kylpyhuoneeseen ja laitoin suihkun päälle.,Riisuin vaatteeni.,Sitten kävelin naapurin luo lainaamaan saippuaa.,Sitten astuin kuumaan suihkuun.,2
7956447f-c376-4355-9297-a9c8399f1aa5,Barry rakasti nostella painoja.,Hän käytti painojen nostamiseen vain erikoispainoa.,Eräänä päivänä hän unohti ottaa käsipainonsa mukaan!,Hän päätti tehdä sydänliikuntaa nostamisen sijaan.,Hän nautti aina mukavista päiväunista riippumatossaan.,Hänellä oli silti loistava harjoitus.,2
